Job_Title,Salary_Estimate,Company_Name,Location,Headquarters,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Min_Salary,Max_Salary,Avg_Salary,company_txt,Job_Location,Python,Spark,AWS,Excel,SQL,SAS,Keras,PyTorch,Scikit_Learn,TensorFlow,Hadoop,Tableau,Power_BI,Flink,MongoDB,Google_Analytics,Job_Category,Seniority_Title,Degree_Required,Company_Rating,State_Wise,Company_Man_Power,Company_Man_Power_Category,Founded_Year,Company_Age,Ownership_Type
data engineer i   azure,$54K-$101K (Glassdoor est.),Vermeer,"Pella, IA","Pella, IA",Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),"Caterpillar, John Deere, CNH Industrial",0,0,54,101,77.5,Vermeer,IA,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,3.9,IA,1001 - 5000,Large,1948,78,Private
sr  scientist  quantitative translational sciences,$117K-$206K (Glassdoor est.),Takeda Pharmaceuticals,"Boston, MA","OSAKA, Japan",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,117,206,161.5,Takeda Pharmaceuticals,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Masters,3.7,MA,10000+,Very Large,1781,245,Public
med tech lab scientist   laboratory,$21-$34 Per Hour(Glassdoor est.),Beebe Healthcare,"Lewes, DE","Lewes, DE",Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,43,70,56.5,Beebe Healthcare,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,3.6,DE,1001 - 5000,Large,1935,91,Nonprofit
sr  data scientist ii,$111K-$183K (Glassdoor est.),Argo Group US,"New York, NY","Hamilton, Bermuda",Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,0,0,111,183,147.0,Argo Group US,NY,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,Data Scientist,Senior,Not_Specified,3.4,NY,1001 - 5000,Large,1948,78,Public
data scientist,$68K-$112K (Glassdoor est.),L&T Infotech,"San Ramon, CA","Mumbai, India",IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",0,0,68,112,90.0,L&T Infotech,CA,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.5,CA,10000+,Very Large,1997,29,Public
information security data analyst,$42K-$74K (Glassdoor est.),OceanFirst Financial,"Red Bank, NJ","Toms River, NJ",Banks & Credit Unions,Finance,$5 to $10 billion (USD),-1,0,0,42,74,58.0,OceanFirst Financial,NJ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.3,NJ,501 - 1000,Medium,1902,124,Public
excel   vba   sql  data analyst,$44K-$78K (Glassdoor est.),Associated Electric Cooperative,"Springfield, MO","Springfield, MO",Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,0,0,44,78,61.0,Associated Electric Cooperative,MO,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Masters,4.1,MO,501 - 1000,Medium,1961,65,Private
machine learning research scientist,$81K-$159K (Glassdoor est.),Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,81,159,120.0,Software Engineering Institute,PA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ML Engineer,Not Specified,PhD,2.6,PA,501 - 1000,Medium,1984,42,Education
data scientist,$95K-$161K (Glassdoor est.),Sotheby's,"New York, NY","New York, NY",Auctions & Galleries,Retail,$500 million to $1 billion (USD),-1,0,0,95,161,128.0,Sotheby's,NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.6,NY,1001 - 5000,Large,1744,282,Public
data scientist,$75K-$124K (Glassdoor est.),First Tech Federal Credit Union,"Hillsboro, OR","San Jose, CA",Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,0,0,75,124,99.5,First Tech Federal Credit Union,OR,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.5,OR,1001 - 5000,Large,1952,74,Private
data scientist,$72K-$120K (Glassdoor est.),Amrock,"Detroit, MI","Detroit, MI",Real Estate,Real Estate,$500 million to $1 billion (USD),-1,0,0,72,120,96.0,Amrock,MI,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.6,MI,1001 - 5000,Large,1997,29,Private
data scientist,$76K-$126K (Glassdoor est.),Vanda Pharmaceuticals,"Washington, DC","Washington, DC",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,76,126,101.0,Vanda Pharmaceuticals,DC,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Not Specified,Masters,2.3,DC,201 - 500,Medium,2003,23,Public
senior data scientist,$114K-$182K (Glassdoor est.),Zest AI,"Burbank, CA","Burbank, CA",Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,114,182,148.0,Zest AI,CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,3.9,CA,51 - 200,Small,2009,17,Private
data scientist  senior,$108K-$176K (Glassdoor est.),Novetta,"Fort Belvoir, VA","Mc Lean, VA",Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,108,176,142.0,Novetta,VA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,Senior,Not_Specified,4.0,VA,501 - 1000,Medium,2012,14,Private
senior data scientist,$130K-$208K (Glassdoor est.),CK-12 Foundation,"Palo Alto, CA","Palo Alto, CA",K-12 Education,Education,Unknown / Non-Applicable,-1,0,0,130,208,169.0,CK-12 Foundation,CA,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,Data Scientist,Senior,Masters,4.1,CA,Unknown,Unknown,2007,19,Private
vp  data science,$83K-$166K (Glassdoor est.),PennyMac,"Phoenix, AZ","Westlake Village, CA",Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",0,0,83,166,124.5,PennyMac,AZ,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.2,AZ,1001 - 5000,Large,2008,18,Public
radar data analyst,$42K-$76K (Glassdoor est.),DECISIVE ANALYTICS Corporation,"Huntsville, AL","Arlington, VA",Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",0,0,42,76,59.0,DECISIVE ANALYTICS Corporation,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.7,AL,51 - 200,Small,1996,30,Private
consultant  data analytics group,$37K-$68K (Glassdoor est.),Opinion Dynamics,"San Diego, CA","Waltham, MA",Consulting,Business Services,$10 to $25 million (USD),-1,0,0,37,68,52.5,Opinion Dynamics,CA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.2,CA,51 - 200,Small,1987,39,Private
data engineer,$52K-$99K (Glassdoor est.),Applied Information Sciences,"Houston, TX","Reston, VA",IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,52,99,75.5,Applied Information Sciences,TX,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Data Engineer,Not Specified,Not_Specified,4.6,TX,501 - 1000,Medium,1982,44,Private
senior data scientist,$105K-$173K (Glassdoor est.),Swiss Re,"Armonk, NY","Zurich, Switzerland",Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",0,0,105,173,139.0,Swiss Re,NY,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,3.7,NY,10000+,Very Large,1863,163,Public
data engineer  data engineering and artifical intelligence,$71K-$134K (Glassdoor est.),Takeda Pharmaceuticals,"Cambridge, MA","OSAKA, Japan",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,71,134,102.5,Takeda Pharmaceuticals,MA,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,Data Engineer,Not Specified,Not_Specified,3.7,MA,10000+,Very Large,1781,245,Public
staff scientist,$39K-$82K (Glassdoor est.),WK Dickson,"Columbia, SC","Charlotte, NC",Architectural & Engineering Services,Business Services,$25 to $50 million (USD),"McKim and Creed, CDM Smith, Kimley-Horn",0,0,39,82,60.5,WK Dickson,SC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,4.4,SC,201 - 500,Medium,1929,97,Private
pl actuarial lead data scientist,$114K-$179K (Glassdoor est.),The Hanover Insurance Group,"Worcester, MA","Worcester, MA",Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,114,179,146.5,The Hanover Insurance Group,MA,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,3.7,MA,5001 - 10000,Large,1852,174,Public
associate scientist scientist  process analytical technology   small molecule analytical chemistry,$88K-$162K (Glassdoor est.),Genentech,"South San Francisco, CA","South San Francisco, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,88,162,125.0,Genentech,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,3.9,CA,10000+,Very Large,1976,50,Subsidiary
sr  data analyst,$60K-$102K (Glassdoor est.),MassMutual,"Springfield, MA","Springfield, MA",Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,60,102,81.0,MassMutual,MA,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Senior,Not_Specified,3.6,MA,5001 - 10000,Large,1851,175,Private
senior data   machine learning scientist,$100K-$166K (Glassdoor est.),Tempus Labs,"Chicago, IL","Chicago, IL",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,100,166,133.0,Tempus Labs,IL,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,ML Engineer,Senior,PhD,3.0,IL,501 - 1000,Medium,2015,11,Private
program data analyst,$55K-$99K (Glassdoor est.),General Dynamics Information Technology,"Washington, DC","Fairfax, VA",IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",0,0,55,99,77.0,General Dynamics Information Technology,DC,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Masters,3.4,DC,10000+,Very Large,1996,30,Subsidiary
data engineer,$67K-$117K (Glassdoor est.),ManTech,"Herndon, VA","Herndon, VA",Research & Development,Business Services,$1 to $2 billion (USD),-1,0,0,67,117,92.0,ManTech,VA,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,4.1,VA,5001 - 10000,Large,1968,58,Public
senior data scientist  causal   predictive analytics ai innovation lab,$92K-$150K (Glassdoor est.),Novartis,"Cambridge, MA","Basel, Switzerland",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,92,150,121.0,Novartis,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Not_Specified,3.8,MA,10000+,Very Large,1996,30,Public
principal data engineer  data platform   insights,$116K-$209K (Glassdoor est.),Autodesk,"San Francisco, CA","San Rafael, CA",Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,0,0,116,209,162.5,Autodesk,CA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Senior,Not_Specified,4.0,CA,5001 - 10000,Large,1982,44,Public
research scientist   biological safety,$38K-$82K (Glassdoor est.),Southwest Research Institute,"San Antonio, TX","San Antonio, TX",Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,38,82,60.0,Southwest Research Institute,TX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,3.9,TX,1001 - 5000,Large,1947,79,Nonprofit
data operations lead,Employer Provided Salary:$85K-$90K,Muso,"San Francisco, CA","San Francisco, CA",Unknown,Unknown,Unknown / Non-Applicable,-1,0,1,85,90,87.5,Mus,CA,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Other,Senior,Masters,-1.0,CA,201 - 500,Medium,,,Nonprofit
big data engineer,$62K-$119K (Glassdoor est.),SpringML,"Indianapolis, IN","Pleasanton, CA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,62,119,90.5,SpringML,IN,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,4.4,IN,Unknown,Unknown,2015,11,Private
data scientist   machine learning expert,$86K-$143K (Glassdoor est.),Novartis,"Cambridge, MA","Basel, Switzerland",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,86,143,114.5,Novartis,MA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.8,MA,10000+,Very Large,1996,30,Public
data scientist,$93K-$149K (Glassdoor est.),Juniper Networks,"Sunnyvale, CA","Sunnyvale, CA",Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,0,0,93,149,121.0,Juniper Networks,CA,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,Data Scientist,Not Specified,Masters,3.8,CA,5001 - 10000,Large,1996,30,Public
senior data scientist,$84K-$136K (Glassdoor est.),The Integer Group,"Dallas, TX","Denver, CO",Advertising & Marketing,Business Services,$50 to $100 million (USD),"Geometry Global, TracyLocke, Saatchi & Saatchi X",0,0,84,136,110.0,The Integer Group,TX,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,Senior,Masters,2.2,TX,501 - 1000,Medium,1993,33,Subsidiary
pv scientist,$60K-$123K (Glassdoor est.),Karyopharm Therapeutics Inc.,"Newton, MA","Newton, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,60,123,91.5,Karyopharm Therapeutics Inc.,MA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,2.9,MA,201 - 500,Medium,,,Public
clinical data analyst,$52K-$89K (Glassdoor est.),ManTech,"Portsmouth, VA","Herndon, VA",Research & Development,Business Services,$1 to $2 billion (USD),-1,0,0,52,89,70.5,ManTech,VA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.1,VA,5001 - 10000,Large,1968,58,Public
data engineer,$48K-$93K (Glassdoor est.),P2 Energy Solutions,"Lafayette, LA","Denver, CO",Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,48,93,70.5,P2 Energy Solutions,LA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,3.7,LA,501 - 1000,Medium,,,Private
computational chemist data scientist,$56K-$97K (Glassdoor est.),PNNL,"Richland, WA","Richland, WA",Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,56,97,76.5,PNNL,WA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,PhD,3.8,WA,1001 - 5000,Large,1965,61,Government
data engineer,$65K-$119K (Glassdoor est.),MassMutual,"Springfield, MA","Springfield, MA",Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,65,119,92.0,MassMutual,MA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,3.6,MA,5001 - 10000,Large,1851,175,Private
principal data scientist  computational chemistry ,$108K-$173K (Glassdoor est.),Recursion Pharmaceuticals,"Salt Lake City, UT","Salt Lake City, UT",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,0,0,108,173,140.5,Recursion Pharmaceuticals,UT,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Data Scientist,Senior,Not_Specified,4.7,UT,51 - 200,Small,2013,13,Private
product engineer   data science,$63K-$101K (Glassdoor est.),Esri,"Arlington, VA","Redlands, CA",Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,63,101,82.0,Esri,VA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.5,VA,1001 - 5000,Large,1969,57,Private
principal scientist  chemistry   immunology,$54K-$115K (Glassdoor est.),Rochester Regional Health,"Rochester, NY","Rochester, NY",Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,54,115,84.5,Rochester Regional Health,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,3.3,NY,10000+,Very Large,2014,12,Healthcare
scientist senior scientist  autoimmune,$90K-$179K (Glassdoor est.),Rubius Therapeutics,"Cambridge, MA","Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,0,0,90,179,134.5,Rubius Therapeutics,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,4.4,MA,201 - 500,Medium,2013,13,Public
data scientist,$127K-$202K (Glassdoor est.),Samba TV,"San Francisco, CA","San Francisco, CA",Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,127,202,164.5,Samba TV,CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.3,CA,201 - 500,Medium,2008,18,Private
market data analyst,$31K-$57K (Glassdoor est.),SV Microwave,"West Palm Beach, FL","West Palm Beach, FL",Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1,0,0,31,57,44.0,SV Microwave,FL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Masters,3.4,FL,201 - 500,Medium,1991,35,Public
software engineer   data visualization,$60K-$127K (Glassdoor est.),ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,0,0,60,127,93.5,ClearEdge,MD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other,Not Specified,Masters,4.0,MD,51 - 200,Small,2002,24,Private
data engineer,$75K-$143K (Glassdoor est.),SpringML,"Herndon, VA","Pleasanton, CA",Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,75,143,109.0,SpringML,VA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,4.4,VA,Unknown,Unknown,2015,11,Private
staff data engineer,$105K-$194K (Glassdoor est.),Sumo Logic,"Austin, TX","Redwood City, CA",Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",0,0,105,194,149.5,Sumo Logic,TX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,3.8,TX,501 - 1000,Medium,2010,16,Private
associate data engineer,$45K-$86K (Glassdoor est.),EAB,"Washington, DC","Washington, DC",Research & Development,Business Services,Unknown / Non-Applicable,-1,0,0,45,86,65.5,EAB,DC,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,3.5,DC,1001 - 5000,Large,2007,19,Private
senior data scientist,$95K-$154K (Glassdoor est.),Brighthouse Financial,"Charlotte, NC","Charlotte, NC",Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,0,0,95,154,124.5,Brighthouse Financial,NC,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,3.5,NC,1001 - 5000,Large,2017,9,Public
staff bi and data engineer,$80K-$148K (Glassdoor est.),Affinity Solutions,"San Jose, CA","New York, NY",Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",0,0,80,148,114.0,Affinity Solutions,CA,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Engineer,Not Specified,Masters,2.9,CA,51 - 200,Small,1998,28,Private
marketing data analyst,$36K-$62K (Glassdoor est.),Citadel Federal Credit Union,"Exton, PA","Exton, PA",Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",0,0,36,62,49.0,Citadel Federal Credit Union,PA,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Not_Specified,3.9,PA,501 - 1000,Medium,1937,89,Nonprofit
principal scientist  hematology,$54K-$115K (Glassdoor est.),Rochester Regional Health,"Rochester, NY","Rochester, NY",Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,54,115,84.5,Rochester Regional Health,NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,3.3,NY,10000+,Very Large,2014,12,Healthcare
data analyst,$50K-$92K (Glassdoor est.),CALIBRE Systems,"Alexandria, VA","Alexandria, VA",IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech",0,0,50,92,71.0,CALIBRE Systems,VA,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Not_Specified,3.7,VA,501 - 1000,Medium,1989,37,Private
director   data  privacy and ai governance,$67K-$135K (Glassdoor est.),MassMutual,"Boston, MA","Springfield, MA",Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,67,135,101.0,MassMutual,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Not Specified,Not_Specified,3.6,MA,5001 - 10000,Large,1851,175,Private
data scientist,$82K-$132K (Glassdoor est.),Esri,"Redlands, CA","Redlands, CA",Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,82,132,107.0,Esri,CA,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Data Scientist,Not Specified,Masters,3.5,CA,1001 - 5000,Large,1969,57,Private
data scientist,$85K-$140K (Glassdoor est.),New England Biolabs,"Ipswich, MA","Ipswich, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Thermo Fisher Scientific, Enzymatics, Illumina",0,0,85,140,112.5,New England Biolabs,MA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.7,MA,201 - 500,Medium,1974,52,Private
staff machine learning engineer,$138K-$224K (Glassdoor est.),Tapjoy,"San Francisco, CA","San Francisco, CA",Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,138,224,181.0,Tapjoy,CA,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,ML Engineer,Not Specified,Not_Specified,3.9,CA,201 - 500,Medium,2007,19,Private
information security data analyst,$42K-$80K (Glassdoor est.),Motorola Solutions,"Chicago, IL","Chicago, IL",Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM",0,0,42,80,61.0,Motorola Solutions,IL,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Analyst,Not Specified,Masters,3.7,IL,10000+,Very Large,1928,98,Public
lead data engineer,$190K-$220K(Employer est.),Credit Sesame,"Mountain View, CA","Mountain View, CA",Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",0,0,190,220,205.0,Credit Sesame,CA,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Senior,Not_Specified,4.1,CA,51 - 200,Small,2010,16,Private
scientist manufacturing   kentucky bioprocessing,$68K-$139K (Glassdoor est.),Reynolds American,"Owensboro, KY","Winston-Salem, NC",Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,68,139,103.5,Reynolds American,KY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,3.1,KY,5001 - 10000,Large,1875,151,Private
data analytics project manager,$34K-$92K (Glassdoor est.),MassMutual,"Springfield, MA","Springfield, MA",Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,34,92,63.0,MassMutual,MA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Manager,Not Specified,Masters,3.6,MA,5001 - 10000,Large,1851,175,Private
